1 2 3 4;1 4
297 784 785 1676;785 1676
371 2011;371
373 612 1052 1908;373 612
124 126 557 781 941 1553;781
178 179;179
20 347 455 659 676 765 1295;676 765
1088 2596;1088
2 5 15 603 765 1291;2 603 765
934 988 1811;934 1811
55 354 477 566 1200;55 477 1200
484 1619;484
178 825;178
418 634 2033;634
247 273 959;273 959
777 900 1297;1297
664 713 1205 1214;713
158 699 700 1240 1248 1312;158 1248
490 1310 1538 1898;490
97 98 232 392 1108 1897 2504;2504
865 1496 2415;865 2415
110 790 846 1100 1249 1349 1506 2475;790 846 1349 2475
586 1067;1067
49 150 779 865 954 1978 2241;150 779 865 954 1978
1063 1937 1961 2684;1937
308 326;326
484 1128 1587 1619;484 1128 1587
635 1013 1281 1867 2051;1013 1281
328 446;446
315 316 633 823;633 823
360 767 1009 1260 1614;767 1009
635 1013;635
440 812 813;812 813
74 129 130;130
2035 2874;2035
199 1469;1469
487 962;487
22 51 150 169 363 1161 2242;51 169 363 1161
722 983;983
1062 1308 2007 2093;1308
248 686 808 890;248 808
287 364 429 735 1911;429 1911
69 359 1075;359 1075
190 266 286 395 425 620 1243;190 266 395
517 757 769 1061 1215 1814 1923;517 1061 1215 1923
843 1017 2244;1017 2244
1 2391;2391
230 1575;1575
634 2698;2698
2816 2932;2816
425 429;429
579 860;860
376 1862 1932 1934 2301;376 1862 1932 2301
232 272 480 578 747 815;272 815
87 233 509 775 2222;87 2222
1127 1352;1127
20 367 1241;367 1241
126 160 353;353
304 375;304
547 2020;2020
190 287 504 537 665 1953 2279;190 287 537 1953
73 74 130;73
569 571 572 1958 2773;2773
12 2670;12
74 587;587
124 1573 1701;1573 1701
353 556;353
841 973 1002 2368;841 1002
262 1077;1077
884 984 985 986 1135 1708 1880;884 984 985 986
225 500 697 1214 1605 1771 2191;225 500 1214 1771
800 801;801
267 2115 2217 2303;2217
636 983;983
46 178;46
402 422;402
584 1806;584
248 614 890 1644;248 890
26 1763;26
214 1239;214
1139 1141 2548;1139 2548
798 1292;1292
334 460 544 1076 1753;460 544 1076
33 34 1862 2091 2301;33 1862 2301
320 813 934;813 934
1359 1774 1817 2552;1359
162 289 298 374 1568 1569 1574 1666 1701;1568
180 426 602 2353;180
395 489 561;395 561
20 21 22 139 140 719 2456;21 22 140
124 126 941 1804;126 1804
439 814 985 1197 1727 2119;814 985 1197 1727 2119
156 2058;156
1235 2504;1235
159 162 164 374 1570 1576;164
163 1020;1020
124 637 916 1573;1573
49 460;460
248 808 890;248 808
134 276 278 279 518 856 1239 1854;276 278 518
2 3 181 765;2 765
641 1103 1537 1845;1103 1537
342 1827;1827
136 275 276 277 279 423 1240;275 277 279 423 1240
248 684 685 808 890 1348;248 684 1348
137 276 676 1078;137 276
419 1564;419
9 20 195 1061;9 195
139 494 1241;494 1241
248 686 1311;248 686
306 308;306
12 13 98 324 380 411 1138 1933;13 380 411 1138 1933
248 555 580 625 683 686 808;248 580 683 808
1 1988;1
1804 2332;1804
12 324 1478 2017;1478 2017
2350 2595;2350
1034 1342 1343 1457 1777;1342 1343
665 2334;665
300 1361 1574;1574
179 507 626 2148;179 507
66 84 340 650 651 652 754 776 1593 2931;66 650 754 776 2931
155 157 513 1121 1549 2016;2016
375 446 649 738;649
123 377 2165 2369 2370;123 2165 2369 2370
310 893 894 895 2838 2887;310 893 894 895 2838
62 64 65 139 194 303 660;303 660
93 1870;93
385 792 1059;385 1059
240 241 242 243;241 242
1149 1429 2711 2818;1149 1429 2818
569 2848;2848
516 524 761;516 761
302 719 1182 1216 1418;1216
490 492 493 908 1267 1362 2456;493 908 2456
990 1547 2098;990 2098
49 525 1034 1684 1978;49 1034 1978
133 271 780;133 780
891 1670;891
1127 1338 1557;1338
462 1436;462
813 831;813
109 111 114 239 319 644 992 1262 2150;114 239 992 1262
326 375 478;326
53 112 282 356 396 415 741 1506 1546;112 415 1506
872 1103;872
34 284 537 806 1331 1464 1658 1869 1958 2349;284 1869 2349
1081 1114;1114
1194 1197 2119;1194 1197
12 13 174 324 411 554 918 1138 1789;12 324 1138
62 64 65 249 250 292;62 64 250
20 1553;1553
657 923 945 946 1166;923 1166
317 517 823 1609;823 1609
82 83 84;82 84
68 69 71 359 554 854 1353 1461 1789;68 554 854 1461
64 249 341 471 589 596 2465;64 589 596 2465
217 791 1099;217
266 286 287 429 1091 1721;266 287 429 1721
1528 2198 2362;1528 2198
413 2280;2280
22 308 683 686 890 1559;308 683 686 890 1559
2248 2733;2248
439 814 876 1272 1352 1557;1352
982 1804;982
1975 2237;2237
213 380 742 918 1461 2171;742 2171
16 269 270 344 345 346 818 819 1688;16 819
665 1339;1339
137 276;276
325 649;649
530 571 572 635 750 759;530 571 572 635 750
1017 1798;1798
473 474 690 693 760 823 1685 2116;473 474 760 823 2116
16 1049 2095;16
491 924 1183;491 1183
956 1621 1693;956
218 357 922 931 993;357 931
871 872 1391;872
1083 1085;1083
2155 2398;2155
21 170 859 1759 1760;170 859 1759 1760
625 683 808;625 683
1129 1979;1129
494 1067 2621;1067 2621
963 1992;1992
945 970 1411 1528 1834 2522;945 1834
176 1544;1544
124 125 126 141 160 289 374 2206;125 126
527 1062 1436 1538;1062 1436 1538
636 1577;636
2178 2179;2178
331 453 454 524 665;331 453 524 665
1050 1258 1632 1633 1642 1669 1749;1050 1632 1633 1642
76 556 557;76
2 297 767;767
506 922 2265;506
636 768;636
325 326 327 328 375 772 949 1142;327
179 1690;179
218 922 1045;218 922
463 544 1076 2268;544 1076 2268
352 353 533 557 565 827;533 557
73 732 1090;73 1090
576 2230 2750;2230 2750
1831 2464;2464
800 801 883;801 883
66 250 292 589 1250;250 292 589
1188 1919;1919
461 527 1023 1064;461 527 1064
46 825 1690 2643;46
32 306 308;308
607 1371 2619;1371
263 728 798;728 798
232 239 241 243 411 429 780 1275 1320 2049;232 239 243
2446 2720;2446
55 702 1200 2581;55
1666 2107;1666
190 266 267 429 641;190 266
225 666 1214 1771;1214 1771
134 276 1854 2875;276 1854 2875
775 1234;1234
1038 1624 2765;1624
57 58 89 399 435;89 399 435
21 195 225 630 788 1474;195 225 630 1474
588 2610;2610
20 22 139 140 494 612 1102;20 22 140 494 612
20 21 139 140;21 139 140
286 426 2303;426 2303
1622 2185;1622
1177 1533 2900;1177 2900
107 425 505 621 676 1492;107 621 676
850 2473;2473
158 271 415 472 1224;158 415
133 222 247 271 272 608 874;133 247 271 272
446 738 2093 2114;738 2093 2114
157 214 277 486 856 1439 1681;214 277 486 1439 1681
574 1094 1368 2867;574 1368 2867
306 1317;1317
230 1802;1802
460 1247 1753;460 1753
881 1111;881
134 215 371 530 619 759 897 1199;371 1199
12 68 95 173 359 554 854 1353;12 68 95 173 1353
328 375 446;328
124 374 781;124
537 665 1339;665 1339
2366 2367;2366
1911 2078 2186;2078
62 66 249 250 252 292 1102 1596;62 250 292
124 374 637 1553;374 637
61 62 900 1594 1929 2037 2157;61 900 2157
513 1372 1374;513
860 2661;860
117 329 1545 2424;1545 2424
314 498;498
833 1152 1966 2080;1966 2080
20 21 213 717 2322;20 21 2322
1531 1783;1531
31 884 984 985 1136;884 985
2220 2768;2220
471 472 1305 1609 2545;471 472 1305 1609
450 816 817 1187 1965 2002 2341 2760;816 817 1187 2002
55 1200;1200
73 526 1108;1108
276 1312 2036;1312 2036
150 666 972;666
383 619 770 978;383 619 978
224 225 500 933 1205 1214;500 933 1214
12 95 96 173;12 96
112 401 415 1224 1300 1405 2139;401 415 1300 2139
369 423 1492 1833 2377;423 1833 2377
879 880;880
55 609 1200 1702;55 609 1200
127 130 131;127 131
265 268 286 426 489 1156 1418 1852 1953;265 426 1852 1953
303 304 809 810 2063;303 2063
73 74 131;73 131
321 451 626 627 1450 1586 2148;626 1586 2148
164 1059;1059
112 217 422 868;112
18 19;18
132 453 454;132 453
3 1267 1939;3
406 979 981 1229 1785 1828;979 1229 1785 1828
635 666 972 1205 1334 1941;635 666 972 1941
675 891 892 1385 1670;675 891
1630 1631;1630
165 368 1266 1636 1637 1638 2513;165 368 1637 2513
20 23 248 1310;20 248
1090 2593;2593
173 174;174
321 832 934;321 934
124 125 126;126
72 1743;72
1848 2389;1848
149 2241;149
93 188 482 943;93 482
519 651 812 848 929 1524 1728 2160;812 1524
29 78 460 477 681 800 801 1650;78
82 84 245 246 930;82 84 245 246
23 150 787 860 1566 1849;23 787 860 1566 1849
521 1001 1374 1477 2311 2601;1374 1477 2311
458 1855 2596;458 1855
18 19;19
74 226;226
20 23 1019 1845;20 23
61 64 251 340 754 932 1342;340 754
122 748 1003;748
527 1064 2433;527 1064
190 219 264 288;190 264 288
1321 1844 2111;1321
20 21 98 139;20 21 139
1641 2580;1641
732 733 2022;732 733
33 1102 1130 1332 1658 2417;33 1332
893 894 895 2094;893 894 895
12 13 94 95 96 173 311;13 94 96 311
140 711 1565;711 1565
684 685 1649 1743;684 685 1649
121 500 663 1372 1549 1843;121 500 663 1372 1843
3 52 156 183 334 448 765 1521;3 183 448
979 980 981 1229;980 1229
9 139 248 471 686 773;9 139 471
336 2788;336
381 504 1882 2038;504
450 816;450
185 548;185
501 502 611;501 502
39 1792 2333;39
132 133 166 608 874 1165;133 608 1165
12 68 94 95 173 324 1353;94 324 1353
62 94;94
173 592 1181 1271 1533 1620 2092 2119;592 1181
81 177 467 652 1230;81 177 652 1230
292 873 1250 1768;873
190 287 288;190 288
214 1044 1130 1572;1130 1572
801 1691;801
20 21 139 140 232;21 139 140
220 225 1532;225
248 625 628 683 686 773 808 1173;248 683 808 1173
1088 1992;1088
561 974 2078;974 2078
916 2147 2269;916 2269
529 530 644 759 1454;530 759 1454
521 1447 1807 1826;1447 1807
972 1334 1675 2424;972 1675
46 633;633
259 2465 2587;2587
540 1674 1697;1674
956 1415;956
286 753 1164 1268 1950 1970 2014 2415 2651;753 1268 2415
23 139 140;139
434 960 1698;960 1698
8 712 723 983;712 723
20 21 23 139 140;20 21 23
301 792;301
247 271 780 1165 2511;780 1165 2511
704 2524;704
216 581 1474 1716;216 1474 1716
73 74 226 963;226
634 1721;634
290 291 2739;291
121 122 377 748 2165;121 122 377 748
871 872;872
54 192 286 759 770 1566;54 286 759 770
190 265 266 287 429 504 753;190 753
303 306 307 308;307 308
54 1006 1019 1825;1006 1019
330 2602;2602
190 222 455 561 667 2356;667
163 1020 1021;1020
133 247 272 699 700 1165;133 247 272 1165
12 324;324
411 589 1320 1667 2049 2083 2353 2638;589 1320 2638
20 23 391 2573;20 2573
1774 2552;2552
530 666;666
403 1503 1972;403
1374 1478 1933 2486;1374 1478
97 223 383 1102 1515 1813;1813
524 659 665 1254 1739;524 665 1254
2 3 182 262 604 765 1184 2769;182 262 765
596 630 834;596 630
20 139 559;20
20 330;20
126 163;163
439 441 1727;439 441
231 695 897 1207 1880;231 695 897 1207
2283 2430 2917;2283 2917
18 19 458 1444;18 458 1444
16 269 270 346 818 977 2577;270 346 977 2577
477 1421;477
583 1068 1238;583
1284 1598;1284
20 21 22 140 494 586 1246;20 22 494
233 1952 1972;233
218 354 357 358 397 922 931 993 1045;357 397 922
52 448 851;52
592 634 1620;1620
287 512 1950;287 512
20 195 248 535 561 1199 1519 1788 2250;195
248 625 686 715;248 686
353 781;353
263 1244;263
1993 1994;1994
139 140 257 526 531 1558 1888;531 1558
48 565 814 817 884 934 1024 2161 2287;817 884 2161
53 983;983
140 193 285 454 495 691;140 193 495
94 311;311
460 750;460
225 500 933;225 500
1122 1132 1317;1122
20 139 140;139 140
21 139 140;139 140
368 533 1636 1637;533
147 1254 1651 2072;1254 1651 2072
666 799 994;666
1062 1175 1224 1538;1062 1175 1224
397 742 917 918 1625;397 742 917 918
8 636 712 723;712 723
353 781;353
62 64 66 1297;64
2 3 255 370 766 785 1067;255
998 1110 1684 1762 2897;998
742 807 918 1044 1130 1198 2210;742 807 918 1044 1130
212 495 496 1524;496 1524
54 1176 1177 1258 1538 1906 2457 2588;54 1538 1906 2457 2588
677 780 1350;677 1350
141 2082;2082
75 352 557;557
503 925 926 1274 2315;503 926
846 1721;1721
1422 1639;1639
750 752;752
2419 2434;2434
274 277 279;274 277
62 64 65 1277;62 64
702 1528;1528
588 754 755 932;588 754 755
28 586 1511;28
97 142 223 612 964;223 612 964
73 74 556 557 765 788 1439 1527;73
825 2495 2730 2794;2730
514 2270;2270
500 501;501
46 823;46
178 812 813 826 831 884 1136;812 813 826 831 1136
23 596 630 833 890;23 596 630 890
357 742 867 917 922 1198 1584;742 917 922 1198
20 139 140;140
234 1233 2221;234 2221
1478 2015 2858;1478 2015
125 160 162 164 1843;125 164 1843
12 13 174 311 324 1138;174 1138
434 928 958;434
124 125 126 289 781 1019 1069;124 125 1069
41 385 1081;385
319 421 1767;319 1767
354 742 917 1198;354 917 1198
647 1675;1675
374 1666;374
8 983;8
1314 1315;1315
182 233 525;525
232 375 1266 1492;232 375 1492
66 250 589 1750 2638;66 589
769 1444 1546 1869;1546
516 623 1304 1895;623 1304
356 397 742 867 917 1198;356 397 742 867 1198
193 994 2879;994 2879
724 1729;1729
1235 1236;1235
792 794 1306;792
502 611;502
534 891 1670 2433;534 891 2433
2 3 181 765 766;2 3 765
502 611 1214 1281;502 1214 1281
385 719;385
20 39 137 1493;39
54 1298;1298
87 90 285 1582 2089 2556;87 285 1582 2089 2556
354 357 358 922 993 1045;354 922 1045
422 774;422
460 462;460
961 1906 1993;1906
20 257 455 643 1041 1246 1264 2289;1041 1246 1264 2289
4 182 765;4
1482 1543 1627 1750 2638;1482 1627
12 1138;12
212 596 1305 1609;212 1305 1609
355 1770 1903;1770 1903
17 79 109 644 868 1262 1792;1792
1235 1236 2371;1235
165 347 521 1808;347
89 218 354 357 358 867 922 931 1045;218 354 357 922
174 324 1138;174 1138
513 1548 1873;1548 1873
388 1804 2372;388 2372
325 375 446 649 738;325
355 509 1878 1880;355 1878
50 169 615 667 1179;169 667 1179
12 94 95 173 324 1442;12 324
958 1063 1784 1948 2461;1784 1948 2461
312 428 492 561 857 2506 2884;428 492 2506 2884
116 1544 2360;116 2360
466 653 654 981 1968 2049 2083;1968
27 28 29;27 29
320 777 812 813 863;320 812 813
315 317 977;317 977
1411 1589 1772;1411 1772
325 738;325
2 3 181 765 766;2 3 765
268 286 426 620 1048 1091 2303;268 286 1048 1091 2303
198 597;597
571 645 2129;571 2129
46 823;46
484 2599;484
864 2322;2322
528 545 875 1067 1800 1957 1990;528 1067 1957 1990
139 194 618 625 660 686 711 946 1380 1788;625 686 1380 1788
185 548;185
658 945;945
1449 1578;1578
494 857 859 912 1060 2094;494 1060
884 1708;884
48 49 2148 2868;48 49 2868
1721 1953;1721
20 21 139 494;20 21 139
142 373 612 864 2263;373 612
630 787 1877 1896 2511;630 1877 1896 2511
923 1001 1027;923 1001
16 745 1486 2255 2599;745 1486
526 527 2494;2494
90 199 314 1268 1970 2598;314
1292 1454 1536;1454
325 327 478 668;327
124 374;374
1006 1214;1214
23 395 535 561 833 834;833 834
812 876 1220 1221 1708;812 1220 1221 1708
46 929;46
125 164 2391;2391
3 52 765 1008;3 765
539 959 960 1240 1257 1804;539
369 371 453 2140;369 371 453
3 181 183 220 599 603 765 766;3 181 183 603 765
2349 2350 2453;2349 2350
314 665 1814 2101;2101
29 78 1389;29
1315 1316 1703;1316
635 972 1867 2145;972 1867
316 796 823;316 823
21 140 367 494 1241;21 140 494 1241
303 493 833 908 1317;303 908
881 1636;1636
423 2430 2659;423 2430
133 273 480 516 700 761 873;133 273 516 761 873
99 125 912 1701;99 912 1701
1622 2459;1622
34 1259;1259
76 226 1858;76
15 20 139 253 254 391 564 1385 2573;15 254 391 2573
919 1426;919
800 1325;800
233 272 1952;233 272
81 465 466 650 678 679 1495;466
502 611;502
9 170 517 596 761;9 170 517 761
169 2296 2685 2756 2760;2296 2756 2760
12 79 95 110 174 795 1059;12 79 95 110
248 686 808;248 686
835 836 937 1228 2053;937
123 377 749 839 2165;123 377 2165
962 1906;962
273 578 761 1211 1952;1211
46 207 208;208
1404 1474;1404
24 1215;24
425 505 620 1051 1162;1162
671 800;671
82 84 244 246 1290;82 246
76 353 782 942 1858;942
513 1300 1526 1655;513 1526 1655
133 247 480 579 1286;133 480 579
545 671 801 1307;1307
422 862;862
447 1847;447
147 167 232 454 537 1719;454 537
379 827;379
20 248 535 580 686 1172;248 580 686 1172
8 636 712 722 723;636 712 723
73 74 587 1019;73
143 146 184;143 146
129 130;130
161 374 1569 2699;374
426 505 611;426 505
616 2108;616
39 555 1400 1744;39 1400 1744
61 62 64 249 589 932 1293;61 62 1293
335 2654;2654
840 1681 2232;840 1681
14 70 360 385 533 796 797 1199;14 360 796 797
87 285 403 453 691 692;87 285 453
1104 1605;1104
636 1003;636
20 500 501 963;20 500 501
109 112 1350;112
81 650 652 754 776 930 1483;81 652 754 776
20 22 683 2142;22
1993 1994;1994
54 2430;2430
39 379 839 1321 1374 1881;39 379
193 471 490 1174 1601 1898 1979 2114 2142;193 471
636 722 723 983;636 723 983
159 353 781;781
1357 1358;1358
625 890 1380;625 1380
22 140;140
1009 1292 1454;1292 1454
20 21 139 494;20 139 494
623 639 1767 1895;639
62 1275 1320 1968 2049;1275 1320 1968 2049
1648 1674 2156;1648 2156
416 524 1084;524
988 1189 1194 1195 1197;988 1189 1194 1197
2 21 193 266 453 494 630 717 1462 2089;193 630
326 328;326
657 658 945;658
273 545 705;273
14 173 2017 2486;2017
25 1585 1850;25 1585
124 460 681 1669 2290;460
1714 1715;1715
91 191 272 1879 2681;191 272 2681
765 827 2762;827
303 304;304
139 209 210 211;139 210
668 1982;668
1189 1715 1729;1189 1729
749 1549;749
77 1123;77
376 377;377
32 216 401 486 1647 1804;32 216 486 1804
320 1318 2120 2499;320 2499
594 831 832 1190;594 831 1190
2 3 181 619 765;2 3 619
411 813 934 987 1190 1191 1761 1925 2083;813 987 1761 1925
270 344 692 819 1579;1579
785 1009;1009
20 21 22 139 494;20 22 139 494
983 2593;983
20 21 139 494;20 21 139
717 735;735
5 235 236 389;5 235 389
300 1701 2814;2814
81 177 650 651 652 1046 1230;650 651 1046
217 401 415 791 1224 1405;217 415 791 1405
813 831 1190 1191 1621 2161;813 831 2161
143 184 188;184 188
124 125 2699;125 2699
12 68 69 71 359 397 854;12 68 71 854
62 243 405 1275;62 405 1275
443 714 813 927 2297;927 2297
5 1841;5
664 665;665
1449 1804 2498;1804 2498
75 289 551 556 626 963 982 2368 2656;982 2368 2656
454 525 691 760 1039 1086 1814 2271;525 1814 2271
87 90 151 1383 1384 2089 2485;87 90 151 2089 2485
248 625 626 627 628 1170 1559;626 627 628 1559
1411 1772 1779 1834 2522;1411 1772
527 786 1308 2433;527 786
319 976 1302;1302
190 453 1013 2311 2312;453 2311
1095 1396 1408 1485 1486;1486
304 306 385;306
650 1046 2184;650 1046
17 59 71 114 216 416 513 1203 1555;17 59 216 1203 1555
1813 1947 2825;1813 2825
357 922 931 993;357 922 931
442 443 444 2832;442
2 3 182 765;2 765
39 94 1018 1713 2228;1713 2228
1804 2187;1804
592 634 1533 2698;592 2698
123 378 748 2606;123 748 2606
173 379 2860;2860
460 476;476
82 84 246 1290;82 84 246
584 1106 1806;584
248 580 686 808;248 580 686
303 391;303
2123 2782 2783;2782
434 539 958 960 1698 1851 1948;434
167 274 276 457 1240 2659;274 1240
125 126;126
144 171 664 1214 1255;171 664 1214 1255
167 266 2314;266 2314
325 327 328;325
39 732;39
449 1980;449
1316 1703;1316
195 630 788 1860;195 630 788
812 813 885 906 1127 1220 1811 1925;906 1127 1811
124 637;637
178 179;179
20 140 1397 1902;1397 1902
20 22 23;20 23
39 483 1646 1677;39 483 1646
20 21 139 140;20 21
956 1693;956
325 738;325
12 13 94 95 96 173 324 1138 1327;12 324 1138
418 1935;1935
231 1878 1879 2476;2476
321 812 813 1451;321 812 1451
182 233 524 525 774;524
666 1334;666
1235 1236;1235
1023 1480 1546;1023 1546
82 84 246 467 652 1100 1483;82 84 467 652
20 21 23 1079 2594;1079
124 126 374;126 374
786 1565 2361;1565
82 83 84 245 1290;82 83 84 245
32 2492;2492
2002 2756;2756
191 222 267 286 426 620 1091 1267;191 426 620
420 469 2210;469 2210
628 686 2037;628 686
72 1020;1020
62 64 66 249 250 292 1610;62 64 66 292
812 885 1354;812
87 285 453 2089 2314;285 2314
12 324;324
1524 1533;1533
625 808 1550 1760 1868;808 1760 1868
60 650 1229 2793;60 2793
117 329 2858;329 2858
11 14 70 1484;14 1484
125 164 322 1576;125
3 182 232 295 426 785 1160 2367;3 182 295 426 1160
764 1757;1757
89 218 357 741 867 922 993;218 741 867 922 993
94 354 1483;94
223 501 502 544 675 1050;544
62 66 777 1250;62 66 1250
208 1186;208
564 574;574
736 1124 1953 2014;1953 2014
240 241 242 243 244;241 242 243
1079 2088 2594;2088 2594
1472 1473;1473
157 536 1575;536 1575
615 858;858
1900 1901 1902 2721;1900 1902 2721
39 151 1792 2282;1792 2282
1909 1917;1909
690 760 1043 1086 1605 1615 1814 2681;690 1086 1814
648 1644;648
835 1161;1161
402 775 997 1507;402 775
125 164 289 1574 1701 2699 2814;164 1574 2699
80 906 1811 2830;1811 2830
527 535 1064;527 1064
668 1306;668
67 440 813;813
20 124 232 271 615 667 1972;124
596 660 673 977 1656;596 660 977
327 395 559 908 1132 1243 2194;908 1132
1787 1870 2469;1787 2469
81 465 650 1046 1230;1046 1230
429 656;429
22 190 222 259 265 470 1162 2142;190 222 259 1162
439 813 814;439 813
668 2170;668
20 195 471 630 1199 1354 1355 1995 2235;1355
582 795 1243 1284;795 1284
936 1824;936
884 1043 1127 1191;884 1127 1191
728 1386 2893;1386
248 625 683 686;248 683 686
49 51 150 667 1566 1978;49 150 1566 1978
271 769 1304;271 769
173 1138;173
2531 2934;2934
46 208 2819;46
449 496 719;719
1417 2621;2621
150 998 1344 1684 1777;150 998 1344 1684
181 381 604 619 2538;604 619 2538
73 591 732 1426;73 1426
355 695 1390 1878 1879;355
20 23 140 394;23 140 394
178 823;823
724 1949;724
262 610;610
729 1103 2364 2723;729
21 22 140 494;21 140
687 793 966;793
452 612;612
500 666 1214 1661;500 1214 1661
581 1404;1404
151 1043 1605;151 1043
190 257 265 288 1953;1953
27 29 1452;29 1452
53 999;53
3 181 765 2138;2138
190 191 312 429;191 312 429
876 1034 1777;876
275 2076;2076
1141 1504;1504
60 70 71 218 960 1580;60 70
625 808 1595;625 808
31 178 565 929 1134 2158;178 565 2158
183 504 604 766 1143;183 604 1143
588 2106;2106
612 1911;612
142 223 502 666 728 2191;142 666 728 2191
1930 2514;1930
612 1911;612
73 796 797 2046;796
956 2088;956
339 683 686 715 1805 2068;339 683 686 1805 2068
956 1151 1621 1693 1980 2433;956 1151 1621 1693 2433
330 1072;330
348 770 916 1050 1051 2018;348 916 1050 2018
301 792;301
216 217;216
325 385;385
356 397 742 867 917 1198 1940 2275;742 867 1198 2275
3 1700;1700
2 3 181 183 765 766;2 183 765
353 1979;353
3 181 183 603 765 766 1184;3 181 183 765 1184
24 460 462 1247;460 1247
1151 2584;2584
124 125;124
271 470;271
881 1071 1459 1589 2025;881
104 259 530 571 759 1551 1888 2331;104 759 1551
24 460;24
139 492 493 2114;492
978 1180 1250 1833;1180 1250 1833
334 2586;2586
528 545 732;545 732
492 705;492
271 272 516 1952;271 272 1952
920 1426;1426
54 220 271 672 760 765 1061 1609 1718;672 1061 1609 1718
1014 1210 1578 2149 2566 2888 2953;1014 1578 2566 2888
132 537 1370;1370
301 302 303 719 1766;302 719
216 217 1138;1138
471 517 538 1002 1061 2545;517 538 1002 1061 2545
354 867 917 1198 1625 2275;354 867 917 1198 1625
972 1334;972
1683 2050 2514;2050
62 776 932 1593;62 776 1593
142 165 223 280 382 383 644 675 1102 1155;142 165 382 383
666 798;666
1125 2768;1125
10 108 112 239 891 1093 1497 1710;112 891
192 232 500 1759;232 500 1759
110 112 1593;110
53 163 1506;53
592 1181 1533;592
325 1671;1671
304 1142;304
546 591 861;591 861
66 249 654 829 876 1275 1297 1727;66 654 829 1275 1297
28 1066 1067 1990;28 1067 1990
190 264 265 426 429;264 265
57 317 525 1043 2458;317 525
164 322;164
484 1828;1828
727 744 1395 2004 2808;727 2808
437 438;438
1020 1749 1818;1020
536 598 1270 2753;536 1270 2753
21 140 394 1588;21 140
79 82;82
354 356 397 539 742 917;354 356 397 742 917
20 21 23 140 494 1241;23 494 1241
286 759 883 1561 1953 2014;883 1953 2014
1170 2068 2728;2068 2728
150 259 667 1006 1210 1852;259 667 1006 1210 1852
426 429 502 611 737 1267;429 502
1361 1574 1653;1653
16 269 270 344 345 346 1579;16 345 346
181 224 500 501 766;224 500 501
525 1979 2603;1979 2603
46 315 316 317 823 825;315 823 825
475 1091 1159 2210 2211;475 1159 2210
327 328 1277 1895;327
126 232 347 1266;126 232 347
224 225 502;224 225
325 326;326
12 94 95 96 173;12 95 96 173
241 242 244 1041;241 242 244
931 1099 1349 2150 2516 2578;1099 1349 2516
191 464 736 737;464 736
21 366 808;366
36 320 812 1146;36 320 1146
91 151 214 276 364 425 735 1439 1781 1854;91 151 214 364 1781
844 1724;844
508 860 1173;860
185 548;185
619 2038 2279 2290;2279 2290
418 1935;418
513 1231 1424;513
112 216 989 1208 1351 1821;112 216 1208 1351 1821
125 622 675 782 1043 1613 1701;1043 1701
94 123 216 839 1655 1862 1932 1934 2301;216 1862 1932 1934 2301
12 33 34 411 829 839 1130 1603 1659 2091;829
625 2728;625
20 22 139 391;20 139
38 41 42 715 757 915 2096;38
330 1231 1946;330
1723 2084 2121;2121
574 1377;1377
813 876 934 1133;813 934 1133
39 1713;39
20 22 98 139 180;20 22 139
303 796;796
1696 2196;2196
385 797 1182;797
500 501 933 1660;1660
62 64 66 249;62 66
93 1030 1368;1030
74 129 587;74
625 686;625
258 286 429 504 1048 1852;258 429 1852
125 126 374 637 916;125 126 916
140 325 327;325
1801 2342;1801
325 1132;325
778 2177;2177
239 241 242 244 980 1042 1319;241 242 244 1042
241 242 243 244 245;241 242 243 245
422 834 1977 1979;1979
768 1979;768
107 232 764 1147 1266 1492 1534;107 1147 1534
266 2705;2705
1222 1241;1241
49 133 170 232 271 272 608;133 170 272
15 102 821 1093 2505;15 102
1475 1735;1475
400 411 420 469 2210;411 420 469 2210
1569 1574;1574
191 287 312 489 561 2014;191 287 312 2014
61 150 777 996 1033 1575 1868;61 1033
69 356 359 917 1353;69 356 917 1353
226 407;226
334 1931;1931
1824 2010;2010
1131 1404;1131
647 1401;647
1296 1738;1296
13 174 311 324 1138;13 174 1138
310 1058 2838;310 2838
302 1419;1419
2714 2715;2715
49 1034 1038 1086 1342 1343 1684 2599;49 1342
5 1841;5
75 2125;2125
190 1211 2014 2192 2600;190 1211 2014 2600
1161 2242;2242
2078 2186;2186
15 1385;15
95 96 1138 2171;96
321 439 516 1135 1727 1729;321 516 1729
338 1408 1442 1485;338
377 379 839 1876 2017 2165;377 379 1876 2017 2165
1408 1442 1486 2204;1442
503 908 1354;908
461 1753 2714 2715;461 1753
216 830 1405 1555 2306;216 1405
216 217 232 401 416 611 780;216 217 232 401
366 427 428 561 1912 2175;366 428
368 707 1638 2747;707
228 262 510 1025 1343 2657 2806;228 262 1025 1343 2806
1004 1199;1004
1076 1077;1076
368 533 1636 2590;368 533 2590
82 83 84 245 406 862 863 1279 1290;82 83 84
241 244 1031 1042 1494 1708 1761;241 244 1031 1042 1761
79 108 109 110 112 114 1100 1349;79 110 112 114 1349
241 884 1775;241 884
569 571 572 1150 2129 2331;571 572 1150
66 82 439 876 1708;82
471 517;517
39 521 1307 1808;521
2202 2750;2750
91 269 270 344 520 1038 1505 2582;270 344 2582
121 284 537 748 991 2369 2370;284 748 991 2370
409 1355;409
165 1562;1562
100 2538;2538
132 454 524 537 665;132 524
